Sai Thatigotla
Wrap:,true
K(states):,5
Radius:,1
Quiescence:,true
random seed:,12345


Experiment #:,0
Rule:,0212331122222
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
8,12,,0.42400000000000004,0.3076923076923077,1.2795181606228043,1.1401156785146092,0.011568716161833298,
9,4,,0.30400000000000005,0.23076923076923073,1.13889386141948,0.9912642605354287,0.0013154079576869816,
10,9,,0.22399999999999998,0.15384615384615385,0.7674044165839726,0.6193821946787638,0.0012829133193023152,
11,3,,0.14400000000000002,0.07692307692307687,0.5946193440950123,0.39124356362925566,0.0012747896597061486,
12,5,,0.0,0.0,-0.0,-0.0,0.0012372958461853794,


Experiment #:,21
Rule:,0342234242234
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.5515869077101048,1.8262452584026092,0.02881774507206311,
1,9,,0.912,0.8461538461538461,1.82279818567565,1.9500637564362102,0.028771502702054162,
2,2,,0.864,0.7692307692307692,1.8924110344758267,1.9877733714879842,0.02897771867641839,
3,3,,0.784,0.6923076923076923,1.9731710470267039,1.9877733714879842,0.028884609039508482,
4,4,,0.6639999999999999,0.6153846153846154,1.9571407855869092,1.9220231428515733,0.01932868576684847,
5,6,,0.512,0.5384615384615384,1.7989588636544749,1.8339272176418302,0.00145475996460584,
6,8,,0.392,0.46153846153846156,1.406418756211463,1.6691803368667308,0.00134165362715152,
7,11,,0.368,0.3846153846153846,1.3635727246488643,1.5465935642949382,0.0013297805862032765,
8,5,,0.22399999999999998,0.3076923076923077,0.9259000189691063,1.3520301017579528,0.001296661050926597,
9,10,,0.17600000000000005,0.23076923076923073,0.8175995500381145,1.1451104143815827,0.0012916618757904945,
10,12,,0.16800000000000004,0.15384615384615385,0.7525101389436977,0.7732283485249176,0.0012879124944384177,
11,7,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0012466692995655717,
12,1,,0.0,0.0,-0.0,-0.0,0.0012379207430773921,


Experiment #:,22
Rule:,0434212431124
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,2.022086868588994,2.199687794731328,0.05745614473611854,
1,4,,0.872,0.8461538461538461,2.2672250999349988,2.2577560641285177,0.06918670919298316,
2,7,,0.728,0.7692307692307692,2.2490114558444545,2.2954656791802917,0.06861930281503552,
3,5,,0.5840000000000001,0.6923076923076923,2.133208318737945,2.2577560641285177,0.0491081471557193,
4,9,,0.504,0.6153846153846154,1.9392316714981337,2.133937566094917,0.004539875920473122,
5,6,,0.352,0.5384615384615384,1.5311111044436436,1.9877733714879842,0.005061039928411812,
6,8,,0.23199999999999998,0.46153846153846156,1.1959138327512489,1.8230264907128848,0.004316787730024546,
7,12,,0.22399999999999998,0.3846153846153846,1.1732106883516638,1.7004397181410922,0.004293666545020071,
8,3,,0.14400000000000002,0.3076923076923077,0.870853944198859,1.5058762556041068,0.004244299690551059,
9,11,,0.12,0.23076923076923073,0.7119922366738478,1.1451104143815827,0.0042236780931146365,
10,2,,0.07199999999999995,0.15384615384615385,0.4394606211317768,0.7732283485249176,0.0012747896597061486,
11,10,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.001239170536861418,
12,1,,0.0,0.0,-0.0,-0.0,0.0012372958461853794,


Experiment #:,23
Rule:,0324244121424
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.715740788884236,2.038159681645953,0.028803997340438828,
1,12,,0.984,0.8461538461538461,1.757213917084058,2.161978179679554,0.054810331295336266,
2,3,,0.904,0.7692307692307692,1.991060714132102,2.199687794731328,0.046894762364209905,
3,10,,0.856,0.6923076923076923,2.0593847933849925,2.161978179679554,0.045018196997495416,
4,7,,0.712,0.6153846153846154,1.9820088481272138,2.038159681645953,0.04471762159243725,
5,8,,0.5920000000000001,0.5384615384615384,1.9253304011647892,1.9877733714879842,0.047812735898576736,
6,1,,0.5680000000000001,0.46153846153846156,1.7916076397718483,1.6691803368667308,0.047912094504406776,
7,2,,0.52,0.3846153846153846,1.722255154745147,1.5465935642949382,0.03827618442956912,
8,9,,0.43999999999999995,0.3076923076923077,1.3909183987390437,1.198183947911799,0.038856088745357016,
9,11,,0.41600000000000004,0.23076923076923073,1.3401016745769656,0.9912642605354287,0.03966533022051361,
10,5,,0.272,0.15384615384615385,1.1135979330809889,0.7732283485249176,0.0390454325036369,
11,4,,0.15200000000000002,0.07692307692307687,0.6148227571490692,0.39124356362925566,0.0012766643503821869,
12,6,,0.0,0.0,-0.0,-0.0,0.0012379207430773921,


Experiment #:,24
Rule:,0121214414332
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.8314935116183038,2.199687794731328,0.04154689476236421,
1,3,,0.912,0.8461538461538461,2.0707959285918163,2.2954656791802917,0.053611779056455686,
2,6,,0.76,0.7692307692307692,2.2092500737757423,2.295465679180292,0.03694952832782591,
3,7,,0.616,0.6923076923076923,2.0533714713947773,2.199687794731328,0.042155544335184696,
4,8,,0.496,0.6153846153846154,1.9364770636162976,2.133937566094917,0.0387673533866912,
5,12,,0.488,0.5384615384615384,1.9239767829135883,2.0458416408851736,0.03500734878745007,
6,9,,0.40800000000000003,0.46153846153846156,1.585734638052239,1.7272486062639207,0.03694827853404188,
7,5,,0.264,0.3846153846153846,1.1602596578561397,1.5465935642949382,0.02988444406672899,
8,10,,0.21599999999999997,0.3076923076923077,0.9658642398143167,1.3520301017579528,0.029288292431748762,
9,1,,0.19199999999999995,0.23076923076923073,0.8100009795544973,0.9912642605354288,0.029668854638984568,
10,2,,0.14400000000000002,0.15384615384615385,0.6882225728123752,0.7732283485249176,0.005335369664005439,
11,4,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.0012504186809176485,
12,11,,0.0,0.0,-0.0,-0.0,0.0012416701244294692,


Experiment #:,25
Rule:,0121223142131
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9157612253288887,2.038159681645953,0.05719181335079712,
1,9,,0.912,0.8461538461538461,2.1632520094969467,2.133937566094917,0.06443874260746976,
2,3,,0.832,0.7692307692307692,2.248295126456144,2.199687794731328,0.06791254443016902,
3,8,,0.712,0.6923076923076923,1.9660929245406118,1.95006375643621,0.05801917683582209,
4,2,,0.6639999999999999,0.6153846153846154,1.960538115676724,1.8843135277997989,0.03005691560892453,
5,10,,0.616,0.5384615384615384,1.9197187071142026,1.8339272176418302,0.027923517619592768,
6,11,,0.5920000000000001,0.46153846153846156,1.8891697507034957,1.6691803368667308,0.031202976508876035,
7,4,,0.472,0.3846153846153846,1.743330042509541,1.4885252948977485,0.032685856833622455,
8,12,,0.46399999999999997,0.3076923076923077,1.730296969298771,1.3520301017579528,0.03260462023766079,
9,7,,0.31999999999999995,0.23076923076923073,1.3232051658200241,1.1451104143815827,0.03156291711867542,
10,5,,0.17600000000000005,0.15384615384615385,0.7723837682023824,0.7732283485249176,0.023831692770692834,
11,6,,0.02400000000000002,0.07692307692307687,0.16334554318340233,0.39124356362925566,0.031129863572510536,
12,1,,0.0,0.0,-0.0,-0.0,0.0012397954337534307,


Experiment #:,26
Rule:,0312243213432
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.9896429829918743,2.161978179679554,0.057574250248708964,
1,7,,0.848,0.8461538461538461,2.2879864693354306,2.257756064128518,0.07080394234951233,
2,12,,0.84,0.7692307692307692,2.29108317961528,2.2577560641285177,0.07098766203576409,
3,11,,0.8160000000000001,0.6923076923076923,2.306455519627358,2.2577560641285177,0.07157444021736413,
4,9,,0.736,0.6153846153846154,2.302210907151052,2.1920058354921066,0.0710707733224018,
5,5,,0.5920000000000001,0.5384615384615384,2.0758160152411604,2.0458416408851736,0.06472619517779567,
6,2,,0.544,0.46153846153846156,1.9994501638602178,1.8810947601100745,0.00450613148830443,
7,4,,0.42400000000000004,0.3846153846153846,1.7683881998525242,1.7004397181410922,0.014682577374733169,
8,6,,0.272,0.3076923076923077,1.3314113674815018,1.5058762556041068,0.003425059865122255,
9,8,,0.15200000000000002,0.23076923076923073,0.832636191549582,1.1451104143815827,0.0012910369788984818,
10,3,,0.07199999999999995,0.15384615384615385,0.43946062113177686,0.7732283485249176,0.0012535431653777126,
11,1,,0.04800000000000004,0.07692307692307687,0.2778395739583094,0.39124356362925566,0.0012441697119975205,
12,10,,0.0,0.0,-0.0,-0.0,0.0012322966710492768,


Experiment #:,27
Rule:,0342323313313
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.6105125810481034,1.8810947601100745,0.0019471787155119404,
1,9,,0.912,0.8461538461538461,1.906678029486903,2.045841640885174,0.05781233596456584,
2,4,,0.792,0.7692307692307692,2.0981725122747363,2.1339375660949167,0.06531422315317972,
3,8,,0.6719999999999999,0.6923076923076923,1.8810170163237374,2.038159681645953,0.056567541355676314,
4,10,,0.624,0.6153846153846154,1.8810170163237372,2.038159681645953,0.05471597186464233,
5,2,,0.5760000000000001,0.5384615384615384,1.664982351854348,1.7381493331928661,0.02616380797168467,
6,5,,0.43200000000000005,0.46153846153846156,1.4116575156603997,1.573402452417767,0.012918493448580985,
7,1,,0.40800000000000003,0.3846153846153846,1.390624580514602,1.4885252948977485,0.011963650997585399,
8,11,,0.384,0.3076923076923077,1.2443195639161888,1.1401156785146092,0.011969275069613514,
9,6,,0.23199999999999998,0.23076923076923073,0.9970938544738251,0.9912642605354287,0.0013235316172831482,
10,7,,0.08799999999999997,0.15384615384615385,0.4684343441528536,0.7732283485249176,0.0012641664125419307,
11,12,,0.07999999999999996,0.07692307692307687,0.4021791902022728,0.39124356362925566,0.0012641664125419307,
12,3,,0.0,0.0,-0.0,-0.0,0.0012335464648333026,


Experiment #:,28
Rule:,0143331313131
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.2439897624148049,1.6143308351592656,0.0018078267085930822,
1,11,,0.968,0.8461538461538461,1.3629297909884837,1.760495029766198,0.0018478201096819025,
2,12,,0.96,0.7692307692307692,1.3891375213357962,1.8262452584026092,0.0018421960376537871,
3,3,,0.88,0.6923076923076923,1.6120443168062393,1.854285871987246,0.010434528302830034,
4,10,,0.832,0.6153846153846154,1.6675987406437824,1.8262452584026092,0.01453447681132613,
5,5,,0.688,0.5384615384615384,1.7840273204987593,1.7758589482446405,0.02384169112096504,
6,9,,0.608,0.46153846153846156,1.7670215819975092,1.6691803368667308,0.05503466927956887,
7,1,,0.5840000000000001,0.3846153846153846,1.7548132215500531,1.5465935642949382,0.008485474896642054,
8,8,,0.46399999999999997,0.3076923076923077,1.612877248988049,1.3520301017579528,0.00987274599691051,
9,6,,0.31200000000000006,0.23076923076923073,1.0887158858817967,0.9912642605354288,0.0013191573390390586,
10,4,,0.19199999999999995,0.15384615384615385,0.8614020063563284,0.7732283485249176,0.001296661050926597,
11,7,,0.04800000000000004,0.07692307692307687,0.2778395739583094,0.39124356362925566,0.0012635415156499177,
12,2,,0.0,0.0,-0.0,-0.0,0.0012435448151055077,


Experiment #:,29
Rule:,0421431342333
Step,Entry Zeroed,Class,Lambda,Lambda_t,H,H_t,Zeta,Observations
0,-,,0.992,0.9230769230769231,1.962341846452878,2.133937566094917,0.05268505696560068,
1,2,,0.944,0.8461538461538461,2.051375723226663,2.133937566094917,0.05282878325076362,
2,12,,0.9359999999999999,0.7692307692307692,2.0721912840121868,2.199687794731328,0.058772177590697534,
3,3,,0.856,0.6923076923076923,2.1450886926306656,2.103909910282364,0.060918698414761566,
4,8,,0.736,0.6153846153846154,2.1450886926306656,2.0381596816459533,0.03396377097778867,
5,10,,0.688,0.5384615384615384,2.155784870249937,1.9877733714879842,0.0325271330230512,
6,7,,0.544,0.46153846153846156,2.056168681334026,1.8810947601100745,0.03189536226522624,
7,1,,0.52,0.3846153846153846,2.0123013706357304,1.7004397181410922,0.0318447456169732,
8,9,,0.43999999999999995,0.3076923076923077,1.680964614629627,1.3520301017579528,0.031829123194672876,
9,6,,0.28800000000000003,0.23076923076923073,1.148325883314158,0.9912642605354288,0.032023466128088866,
10,11,,0.264,0.15384615384615385,1.0951466133234105,0.7732283485249176,0.031775382061959775,
11,4,,0.14400000000000002,0.07692307692307687,0.5946193440950123,0.39124356362925566,0.0012741647628141356,
12,5,,0.0,0.0,-0.0,-0.0,0.0012385456399694051,
